prodcut_id,pruduct_name,hargaa,stcok,katgori
PRD110850,Rokok Djarum Super,Rp 22000,12,Rokok
PRD110851,Pembersih Lantai Super Pell 770ml,Rp 13500,5,Pembersih
PRD110852,Popok Sweety Bronze Pants L, 48000 ,-49,Perawatan Bayi
PRD110853,Kopi Kapal Api Sachet,1500,77,Minuman
PRD110854,Rokok Marlboro Merah,,16,Rokok
PRD110855,Susu Bear Brand,10500,-45,Minuman
PRD110856,Beras Pandan Wangi 5kg,Rp 70000,6,Sembako
PRD110857,Aqua Botol 600ml,3500,98,Minuman
,Teh Sariwangi Celup, 6500 ,57,Minuman
PRD110859,Kecap Bango Pouch 220ml, 11000 ,23,Bumbu
PRD110860,Saus Sambal ABC 340ml,15000,54,Bumbu
PRD110861,Rokok Sampoerna Mild,Rp 30.000,91,Rokok
PRD110862,Indomie Kari Ayam,Rp 2.800,51,Makanan
PRD110863,Tepung Beras Rose Brand 500g,Rp 7500,25.0,Sembako
PRD110864,Kopi ABC Susu, 1500 ,28,Minuman
PRD110865,Pasta Gigi Ciptadent 190g,10000.00,33.0,Perawatan Pribadi
PRD110866,Mie Sedap Goreng,Rp 2.900,73,Makanan
PRD110867,Susu Bear Brand,10500.00,72,Minuman
PRD110868,Aqua Botol 600ml,3500,74.0,Minuman
PRD110869,Saus Sambal ABC 340ml,15000,,Bumbu
PRD110870,Beras Ramos 5kg,Rp 65.000,25,Sembako
PRD110871,Rokok Sampoerna Mild,30000,34,Rokok
PRD110872,Susu Bear Brand,10500,72,Minuman
PRD110873,Susu Bear Brand,10500,-32,Minuman
PRD110874,Popok Sweety Bronze Pants L,Rp 48.000,61,Perawatan Bayi
PRD110875,Indomie Kari Ayam,Rp 2.800,11,Makanan
PRD110876,,1500.00,6,Perawatan Pribadi
PRD110877,Rokok Surya 16,,79,Rokok
PRD110878,Korek Api Gas Tokai,3000,21,Lainnya
PRD110879,Shampo Pantene Sachet,Rp 1.500,3,Perawatan Pribadi
PRD110880,Fanta Merah 390ml,Rp 5000,0,Minuman
PRD110881,Le Minerale 600ml,3500,37,Minuman
PRD110882,Le Minerale 600ml,Rp 3.500,27,Minuman
PRD110883,Teh Sariwangi Celup,Rp 6.500,5,Minuman
PRD110884,Bumbu Racik Indofood Sayur Asem,2500.00,48,Bumbu
PRD110885,Indomie Kuah Soto,2800.00,3,Makanan
PRD110886,Pembalut Charm Cooling Fresh,Rp 18.000,73,Perawatan Pribadi
PRD110887,Sabun Mandi Dettol,,79,Perawatan Pribadi
,Shampo Sunsilk Sachet,1500,24.0,Perawatan Pribadi
PRD110889,Indomie Kuah Ayam Bawang,2800.00,4,Makanan
PRD110890,Margarin Blue Band 200g,Rp 9500,30,Sembako
PRD110891,Shampo Clear Sachet,Rp 1500,27,Perawatan Pribadi
PRD110892,,5000,31.0,Perawatan Pribadi
PRD110893,Rokok Sampoerna Mild,30000,75,Rokok
,Kopi Torabika Susu,Rp 1500,46,Minuman
PRD110895,Kopi Luwak White Koffie,Rp 2.000,13,Minuman
PRD110896,Kopi Torabika Susu,Rp 1.500,63,Minuman
PRD110897,Beras Pandan Wangi 5kg,70000.00,15,Sembako
PRD110898,Aqua Galon, 21000 ,74,Minuman
PRD110899,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,90.0,Sembako
PRD110900,Popok MamyPoko Pants M,55000.00,85,Perawatan Bayi
PRD110901,Baterai ABC Sedang (2 pcs),10000,70,Lainnya
PRD110902,Rokok Djarum Super,22000,88,Rokok
PRD110903,Minyak Filma 2L,34000,86,Sembako
PRD110904,Tepung Beras Rose Brand 500g,Rp 7500,13,Sembako
PRD110905,Indomie Kari Ayam,Rp 2800,89.0,Makanan
PRD110906,,48000,94,Perawatan Bayi
,Sabun Lifebuoy Merah,Rp 4.000,12,Perawatan Pribadi
PRD110908,Bumbu Racik Indofood Sayur Asem,,71,Bumbu
,Teh Sariwangi Celup,Rp 6500,-69,Minuman
PRD110910,Minyak Curah 1L,16000.00,60,Sembako
PRD110911,Garam Refina 250g,Rp 3.500,31,Bumbu
PRD110912,Susu Indomilk Sachet,Rp 1500,79,Minuman
PRD110913,Teh Celup Sosro,Rp 7.000,29.0,Minuman
PRD110914,Margarin Blue Band 200g,Rp 9.500,86,Sembako
PRD110915,Obat Nyamuk Hit Spray,35000,-60,Lainnya
PRD110916,Bumbu Racik Indofood Nasi Goreng,2500.00,52,Bumbu
PRD110917,Popok Sweety Bronze Pants L,Rp 48.000,34,Perawatan Bayi
PRD110918,Baterai Alkalin AA (2 pcs),15000,36,Lainnya
PRD110919,Susu Indomilk Sachet,1500,99,Minuman
PRD110920,Saus Sambal ABC 340ml,15000.00,-11,Bumbu
PRD110921,Shampo Clear Sachet,,23,Perawatan Pribadi
PRD110922,Saus Sambal ABC 340ml,Rp 15000,99.0,Bumbu
PRD110923,Teh Celup Sosro,7000.00,35,Minuman
PRD110924,Kopi Torabika Susu,1500.00,87,Minuman
PRD110925,Kopi Torabika Susu,1500,47,Minuman
PRD110926,Deterjen Daia 850g, 18500 ,5,Pembersih
PRD110927,Teh Celup Sosro,7000.00,8,Minuman
PRD110928,Rokok Gudang Garam Filter,23000.00,-39,Rokok
PRD110929,Kopi Luwak White Koffie,,9.0,Minuman
PRD110930,Kopi Torabika Susu,Rp 1.500,32,Minuman
PRD110931,Sikat Gigi Formula,6000,50,Perawatan Pribadi
PRD110932,Sabun Cuci Piring Mama Lemon 400ml, 9500 ,7.0,Pembersih
PRD110933,Kopi Kapal Api Sachet,Rp 1500,12,Minuman
PRD110934,Rokok Gudang Garam Filter,23000,56,Rokok
PRD110935,Shampo Lifebuoy Sachet,1000,59,Perawatan Pribadi
PRD110936,Coca Cola Botol 390ml, 5000 ,79,Minuman
PRD110937,Indomie Goreng,3000.00,23,Makanan
PRD110938,Pembalut Charm Cooling Fresh,Rp 18000,18,Perawatan Pribadi
PRD110939,Baterai ABC Sedang (2 pcs),10000.00,33,Lainnya
PRD110940,Tepung Tapioka Rose Brand 500g,8000,33,Sembako
PRD110941,Gula Curah 1kg,15000,80,Sembako
PRD110942,Aqua Gelas 240ml,1000,-24,Minuman
PRD110943,Pembalut Charm Cooling Fresh,18000,37,Perawatan Pribadi
PRD110944,,6500,77,Minuman
PRD110945,Susu Indomilk Sachet,Rp 1500,5,Minuman
PRD110946,Saus Sambal ABC 340ml,15000,59,Bumbu
PRD110947,Margarin Blue Band 200g,9500,52,Sembako
PRD110948,Saus Sambal Indofood 340ml,14500.00,61,Bumbu
PRD110949,Susu Bear Brand,10500,49,Minuman
PRD110950,Shampo Sunsilk Sachet,Rp 1.500,31,Perawatan Pribadi
PRD110951,Margarin Blue Band 200g,Rp 9.500,1,Sembako
PRD110952,Popok Sweety Bronze Pants L,48000,21.0,Perawatan Bayi
PRD110953,Deterjen Daia 850g,Rp 18.500,-73,Pembersih
PRD110954,Gula Pasir Gulaku 1kg,16000.00,-1,Sembako
PRD110955,,1500,63.0,Perawatan Pribadi
PRD110956,Pembalut Laurier Relax Night,Rp 20000,75.0,Perawatan Pribadi
PRD110957,Minyak Sania 2L,34500,-30,
PRD110958,Tisu Paseo 250s,Rp 18.500,48,Lainnya
PRD110959,Pasta Gigi Pepsodent 190g,Rp 12500,32,Perawatan Pribadi
PRD110960,Rokok Djarum Super,22000.00,90,Rokok
PRD110961,Rokok Gudang Garam Filter, 23000 ,81,Rokok
PRD110962,Rokok Djarum Super,Rp 22000,-25,
PRD110963,Garam Kapal 250g,3000,47,Bumbu
PRD110964,Kecap Bango Pouch 220ml,11000,82,Bumbu
PRD110965,Pembersih Lantai Super Pell 770ml,,93,Pembersih
PRD110966,Sabun Lifebuoy Merah,4000.00,25,Perawatan Pribadi
PRD110967,Kopi Nescafe Classic,5000.00,52,Minuman
PRD110968,Teh Sariwangi Celup,6500.00,60,Minuman
PRD110969,Deterjen Attack Jaz1 800g,Rp 19.000,62,Pembersih
PRD110970,Rokok Marlboro Merah,38000.00,53,Rokok
PRD110971,Gula Curah 1kg,15000,53.0,Sembako
PRD110972,Sabun Mandi Dettol,5000.00,1,Perawatan Pribadi
PRD110973,Shampo Clear Sachet,,44,Perawatan Pribadi
PRD110974,Kopi Kapal Api Sachet,1500,66,Minuman
PRD110975,Minyak Curah 1L,16000.00,94,
PRD110976,Sikat Gigi Formula,Rp 6000,63,Perawatan Pribadi
PRD110977,Sprite Botol 390ml,Rp 5.000,36,Minuman
PRD110978,Pasta Gigi Ciptadent 190g,Rp 10000,81,Perawatan Pribadi
PRD110979,Sabun Mandi Dettol,5000,59,Perawatan Pribadi
PRD110980,Sabun Lifebuoy Merah,4000,43,Perawatan Pribadi
PRD110981,Deterjen Attack Jaz1 800g,Rp 19.000,2,Pembersih
PRD110982,Shampo Sunsilk Sachet,1500.00,100,Perawatan Pribadi
PRD110983,Tepung Beras Rose Brand 500g,7500,19,Sembako
PRD110984,Teh Celup Sosro,7000,90,Minuman
PRD110985,Garam Kapal 250g,Rp 3000,-56,Bumbu
PRD110986,Minyak Curah 1L,Rp 16.000,6,Sembako
PRD110987,Garam Refina 250g,3500,,Bumbu
PRD110988,Popok Sweety Bronze Pants L,Rp 48.000,4,Perawatan Bayi
,Indomie Kuah Ayam Bawang,Rp 2800,65,Makanan
PRD110990,Bumbu Racik Indofood Sayur Asem,Rp 2.500,47,
PRD110991,Margarin Blue Band 200g,9500,68,Sembako
PRD110992,Beras Rojolele 5kg,,42,Sembako
PRD110993,Popok Sweety Bronze Pants L, 48000 ,49,Perawatan Bayi
PRD110994,,Rp 3.500,3.0,Minuman
PRD110995,Shampo Lifebuoy Sachet,Rp 1000,6,Perawatan Pribadi
PRD110996,Deterjen Daia 850g,Rp 18500,48.0,Pembersih
PRD110997,Shampo Clear Sachet,Rp 1.500,97,Perawatan Pribadi
,Rokok Gudang Garam Filter,Rp 23000,7,Rokok
PRD110999,Bumbu Racik Indofood Nasi Goreng,2500,43,Bumbu
PRD111000,Aqua Galon,Rp 21.000,57,Minuman
