kd_brg,nm_brg,hrg,jml,ktg
,Tepung Terigu Segitiga Biru 1kg,13000,43,Sembako
PRD090848,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,30,Pembersih
PRD090849,Susu Frisian Flag Sachet,1500.00,94,Minuman
PRD090850,Kopi Kapal Api Sachet, 1500 ,85,Minuman
PRD090851,Tepung Terigu Segitiga Biru 1kg,13000,78,Sembako
PRD090852,,Rp 1.000,59,Perawatan Pribadi
PRD090853,Teh Celup Sosro,7000,-74,Minuman
PRD090854,Garam Refina 250g,3500.00,12,Bumbu
PRD090855,Deterjen Attack Jaz1 800g,19000,11,Pembersih
PRD090856,Aqua Galon, 21000 ,47,Minuman
PRD090857,Saus Sambal ABC 340ml, 15000 ,31.0,Bumbu
PRD090858,,Rp 10.000,67,Perawatan Pribadi
PRD090859,Beras Ramos 5kg, 65000 ,30,Sembako
PRD090860,Mie Sedap Goreng,Rp 2.900,48,Makanan
,Tisu Paseo 250s,18500,27,Lainnya
PRD090862,Sabun Mandi Dettol,Rp 5.000,92,Perawatan Pribadi
PRD090863,Beras Ramos 5kg,Rp 65000,91,Sembako
PRD090864,Gula Curah 1kg,,7,Sembako
PRD090865,Sikat Gigi Formula,Rp 6.000,-77,Perawatan Pribadi
PRD090866,Sabun Lifebuoy Merah,4000.00,68,Perawatan Pribadi
PRD090867,Deterjen Rinso Anti Noda 700g,22000,81,Pembersih
PRD090868,Teh Pucuk Harum 350ml,Rp 4.000,-24,Minuman
PRD090869,Sabun Nuvo Biru,,-38,Perawatan Pribadi
PRD090870,Sabun Lux Mawar,4500.00,38,
PRD090871,,15000,35,
PRD090872,,1500,63,Minuman
PRD090873,Susu Indomilk Sachet,Rp 1.500,14,Minuman
PRD090874,Teh Sariwangi Celup,6500,87,Minuman
PRD090875,Tisu Paseo 250s,18500.00,35,Lainnya
PRD090876,Kopi Luwak White Koffie,2000,67,Minuman
PRD090877,Gula Pasir Gulaku 1kg,Rp 16.000,79,Sembako
PRD090878,Obat Nyamuk Baygon Bakar,Rp 6000,4.0,Lainnya
PRD090879,Minyak Sania 2L,,65,Sembako
PRD090880,Kopi ABC Susu,Rp 1.500,42,Minuman
PRD090881,Sabun Lifebuoy Merah,Rp 4000,18,Perawatan Pribadi
PRD090882,Pembalut Charm Cooling Fresh,,69,Perawatan Pribadi
PRD090883,Saus Sambal Indofood 340ml, 14500 ,92.0,Bumbu
PRD090884,Korek Api Gas Tokai,3000.00,-36,Lainnya
PRD090885,Teh Sariwangi Celup,Rp 6.500,34,Minuman
PRD090886,Coca Cola Botol 390ml,5000.00,,Minuman
PRD090887,Coca Cola Botol 390ml,5000.00,50,Minuman
PRD090888,Tisu Paseo 250s,18500,10,Lainnya
PRD090889,Pembalut Charm Cooling Fresh, 18000 ,17,Perawatan Pribadi
PRD090890,Pasta Gigi Ciptadent 190g, 10000 ,49,Perawatan Pribadi
PRD090891,Beras Pandan Wangi 5kg,Rp 70.000,77,Sembako
,Bumbu Racik Indofood Nasi Goreng,2500.00,95.0,Bumbu
PRD090893,Sabun Cuci Piring Sunlight 460ml,11000,77,Pembersih
PRD090894,Minyak Bimoli 2L,35000,4,Sembako
PRD090895,Deterjen Daia 850g,18500.00,54,Pembersih
PRD090896,Mie Sedap Goreng, 2900 ,67.0,Makanan
,Sikat Gigi Formula,Rp 6.000,-84,Perawatan Pribadi
PRD090898,Fanta Merah 390ml,5000.00,5,Minuman
PRD090899,,16000,48,Sembako
PRD090900,Baterai ABC Sedang (2 pcs),Rp 10000,81,Lainnya
PRD090901,Rokok Marlboro Merah, 38000 ,,Rokok
PRD090902,Tepung Terigu Segitiga Biru 1kg, 13000 ,89,Sembako
PRD090903,Sabun Cuci Piring Sunlight 460ml,11000,-61,Pembersih
PRD090904,Popok MamyPoko Pants M,,37,Perawatan Bayi
PRD090905,Kecap ABC Pouch 220ml,9500.00,69,Bumbu
PRD090906,,2500.00,27,Bumbu
PRD090907,Teh Pucuk Harum 350ml, 4000 ,58,Minuman
PRD090908,Fanta Merah 390ml,Rp 5.000,45,Minuman
PRD090909,Tisu Tessa 250s,17000.00,66,Lainnya
PRD090910,Susu Indomilk Sachet,Rp 1.500,31,Minuman
PRD090911,Beras Ramos 5kg,65000.00,65,Sembako
PRD090912,Susu Frisian Flag Sachet,Rp 1500,6,Minuman
,Shampo Sunsilk Sachet,1500.00,34.0,Perawatan Pribadi
PRD090914,Margarin Forvita 200g,Rp 7.000,52.0,Sembako
PRD090915,Baterai ABC Sedang (2 pcs),10000.00,53.0,Lainnya
PRD090916,Mie Sedap Goreng,Rp 2900,32,Makanan
PRD090917,Bumbu Racik Indofood Sayur Asem, 2500 ,22,Bumbu
PRD090918,Kecap ABC Pouch 220ml, 9500 ,86.0,Bumbu
,Sabun Cuci Piring Sunlight 460ml,11000.00,-14,Pembersih
PRD090920,Mie Sedap Goreng, 2900 ,-75,Makanan
PRD090921,Margarin Blue Band 200g,Rp 9500,88,Sembako
PRD090922,Obat Nyamuk Baygon Bakar,Rp 6.000,18,Lainnya
PRD090923,Pasta Gigi Pepsodent 190g,Rp 12500,55,Perawatan Pribadi
PRD090924,Saus Sambal ABC 340ml,15000,83,Bumbu
PRD090925,Indomie Kuah Ayam Bawang,2800,87,Makanan
PRD090926,Kopi Luwak White Koffie,Rp 2.000,63,Minuman
PRD090927,Tepung Terigu Segitiga Biru 1kg,,86,Sembako
PRD090928,Garam Kapal 250g,Rp 3000,32.0,Bumbu
,Pasta Gigi Ciptadent 190g,Rp 10.000,29,
PRD090930,Shampo Sunsilk Sachet,1500,,Perawatan Pribadi
PRD090931,Shampo Clear Sachet,Rp 1.500,78,Perawatan Pribadi
PRD090932,,Rp 1500,13.0,
PRD090933,Aqua Gelas 240ml,Rp 1000,38,Minuman
PRD090934,Pasta Gigi Pepsodent 190g,12500,89.0,Perawatan Pribadi
PRD090935,Korek Api Gas Tokai,Rp 3000,31,Lainnya
PRD090936,Kopi ABC Susu,1500,6,Minuman
PRD090937,Mie Sedap Goreng,Rp 2900,30,Makanan
PRD090938,Indomie Kari Ayam,2800,16,Makanan
PRD090939,,,88,Minuman
PRD090940,Indomie Kuah Soto,2800.00,56,Makanan
PRD090941,Shampo Lifebuoy Sachet,Rp 1000,61,Perawatan Pribadi
PRD090942,Aqua Galon,21000.00,42,Minuman
PRD090943,Kopi Nescafe Classic,Rp 5000,50,Minuman
PRD090944,Shampo Pantene Sachet,Rp 1500,51,Perawatan Pribadi
PRD090945,Fanta Merah 390ml,,54,Minuman
PRD090946,Sabun Lifebuoy Merah,4000.00,90,Perawatan Pribadi
PRD090947,Teh Celup Sosro,7000,21,
PRD090948,Kopi Nescafe Classic,5000.00,59,Minuman
PRD090949,Bumbu Racik Indofood Sayur Asem,2500,72.0,Bumbu
PRD090950,,4000,78,Minuman
,Minyak Curah 1L,Rp 16000,0.0,Sembako
PRD090952,Susu Bear Brand,Rp 10500,40,Minuman
PRD090953,Pasta Gigi Ciptadent 190g,Rp 10000,52,Perawatan Pribadi
PRD090954,Deterjen Rinso Anti Noda 700g,Rp 22.000,3,
PRD090955,Minyak Filma 2L,Rp 34000,53,Sembako
PRD090956,Tepung Terigu Segitiga Biru 1kg,13000,,Sembako
PRD090957,Rokok Djarum Super,22000,82,Rokok
PRD090958,,2800,91,Makanan
PRD090959,Susu Bear Brand,Rp 10.500,16,Minuman
PRD090960,Kopi Torabika Susu,1500.00,97,
,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,59,Pembersih
PRD090962,Sabun Lux Mawar,4500.00,6,Perawatan Pribadi
PRD090963,Pembersih Lantai Wipol 750ml, 18000 ,1,Pembersih
PRD090964,Deterjen Rinso Anti Noda 700g,Rp 22000,-44,Pembersih
PRD090965,Rokok Marlboro Merah,38000,83,Rokok
PRD090966,,12500.00,29,Perawatan Pribadi
PRD090967,Baterai Alkalin AA (2 pcs),Rp 15000,1,Lainnya
PRD090968,Baterai Alkalin AA (2 pcs),,24,Lainnya
PRD090969,Kopi Nescafe Classic,5000,56,Minuman
PRD090970,Deterjen Attack Jaz1 800g,Rp 19000,-36,Pembersih
PRD090971,Fanta Merah 390ml,5000,-78,Minuman
PRD090972,Shampo Sunsilk Sachet,1500,17,Perawatan Pribadi
,Saus Sambal Indofood 340ml, 14500 ,73,Bumbu
PRD090974,Baterai ABC Sedang (2 pcs),10000.00,62,Lainnya
PRD090975,Sabun Mandi Dettol,5000.00,46,Perawatan Pribadi
PRD090976,Tepung Tapioka Rose Brand 500g,Rp 8000,34,Sembako
PRD090977,Coca Cola Botol 390ml,Rp 5000,71,Minuman
PRD090978,Mie Sedap Goreng,2900,45,Makanan
PRD090979,Deterjen Daia 850g,Rp 18.500,51.0,Pembersih
PRD090980,Minyak Filma 2L,Rp 34.000,75,Sembako
PRD090981,Bumbu Racik Indofood Nasi Goreng,Rp 2500,47,Bumbu
PRD090982,Sabun Cuci Piring Sunlight 460ml,Rp 11000,80,Pembersih
PRD090983,Baterai ABC Sedang (2 pcs),Rp 10000,84.0,Lainnya
PRD090984,Susu Indomilk Sachet,Rp 1500,63,Minuman
PRD090985,Kopi Torabika Susu,Rp 1.500,14,
PRD090986,Susu Bear Brand,10500.00,97,Minuman
PRD090987,Aqua Galon,21000,44,Minuman
PRD090988,Baterai Alkalin AA (2 pcs),15000,87,Lainnya
PRD090989,Coca Cola Botol 390ml,5000,28,Minuman
PRD090990,Beras Pandan Wangi 5kg,Rp 70.000,16,Sembako
PRD090991,Pasta Gigi Ciptadent 190g,10000,34,Perawatan Pribadi
PRD090992,Kopi Kapal Api Sachet,1500.00,-48,Minuman
PRD090993,Susu Frisian Flag Sachet,Rp 1.500,85,Minuman
PRD090994,Bumbu Racik Indofood Nasi Goreng,2500,16,Bumbu
PRD090995,Minyak Sania 2L,34500,7,Sembako
PRD090996,Aqua Botol 600ml,3500,98,Minuman
PRD090997,Bumbu Racik Indofood Sayur Asem,Rp 2500,-91,Bumbu
PRD090998,Pasta Gigi Pepsodent 190g,12500.00,,Perawatan Pribadi
PRD090999,Rokok Sampoerna Mild,30000,67,Rokok
PRD091000,Tepung Tapioka Rose Brand 500g,8000,89,Sembako
