tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD140846,Baterai ABC Sedang (2 pcs),Rp 10.000,0,Lainnya
PRD140847,Kopi Torabika Susu,Rp 1500,45,
PRD140848,Minyak Filma 2L,34000,10,Sembako
PRD140849,Saus Sambal ABC 340ml,15000,-39,Bumbu
PRD140850,,Rp 18.000,66.0,Pembersih
PRD140851,Rokok Gudang Garam Filter,Rp 23000,87.0,Rokok
PRD140852,Saus Sambal Indofood 340ml,Rp 14500,88,Bumbu
PRD140853,Beras Pandan Wangi 5kg,70000,5,Sembako
PRD140854,Minyak Sania 2L,Rp 34500,28,Sembako
PRD140855,Susu Indomilk Sachet,Rp 1.500,19,Minuman
PRD140856,Aqua Gelas 240ml,1000,48,Minuman
PRD140857,Pembalut Charm Cooling Fresh,18000,39,Perawatan Pribadi
PRD140858,Tepung Beras Rose Brand 500g,Rp 7.500,-60,
PRD140859,Le Minerale 600ml,Rp 3.500,51,Minuman
PRD140860,Pembalut Laurier Relax Night,20000,31,Perawatan Pribadi
PRD140861,Garam Kapal 250g,Rp 3.000,,Bumbu
PRD140862,Kopi Kapal Api Sachet,1500,,Minuman
PRD140863,Margarin Forvita 200g,7000,5,Sembako
PRD140864,Aqua Gelas 240ml,1000,26,Minuman
PRD140865,Gula Pasir Gulaku 1kg,16000.00,28,Sembako
PRD140866,Kecap ABC Pouch 220ml,9500.00,65,Bumbu
PRD140867,Indomie Kuah Ayam Bawang,Rp 2.800,92,Makanan
PRD140868,Shampo Lifebuoy Sachet,Rp 1000,19,Perawatan Pribadi
PRD140869,Minyak Curah 1L,Rp 16000,97.0,Sembako
PRD140870,Shampo Clear Sachet, 1500 ,,Perawatan Pribadi
PRD140871,Baterai ABC Sedang (2 pcs),Rp 10.000,65,Lainnya
PRD140872,Susu Frisian Flag Sachet,Rp 1.500,20,
PRD140873,Shampo Pantene Sachet, 1500 ,-96,Perawatan Pribadi
PRD140874,Shampo Pantene Sachet,1500.00,31,Perawatan Pribadi
PRD140875,Kopi Torabika Susu,1500,17,Minuman
PRD140876,Kopi Torabika Susu,1500.00,31.0,Minuman
PRD140877,Shampo Pantene Sachet,Rp 1500,-84,Perawatan Pribadi
PRD140878,Tisu Paseo 250s,Rp 18.500,27,Lainnya
PRD140879,Baterai ABC Sedang (2 pcs),10000.00,39,Lainnya
PRD140880,Minyak Filma 2L,Rp 34.000,77,Sembako
PRD140881,Garam Kapal 250g,3000,67.0,Bumbu
PRD140882,Rokok Djarum Super,Rp 22000,16,Rokok
PRD140883,Obat Nyamuk Hit Spray,35000.00,23,Lainnya
,Minyak Bimoli 2L,,55,Sembako
PRD140885,Shampo Pantene Sachet,1500.00,-62,Perawatan Pribadi
PRD140886,,18000,13,Pembersih
PRD140887,Sabun Lifebuoy Merah, 4000 ,25.0,Perawatan Pribadi
PRD140888,Shampo Sunsilk Sachet,,20,Perawatan Pribadi
PRD140889,Indomie Kuah Soto, 2800 ,-100,Makanan
PRD140890,Sprite Botol 390ml,Rp 5.000,85,Minuman
PRD140891,Kapur Barus Bagus,15000,48,Lainnya
PRD140892,Kapur Barus Bagus,15000.00,87,Lainnya
PRD140893,Saus Sambal Indofood 340ml,Rp 14.500,68,Bumbu
PRD140894,Indomie Kuah Soto,2800,62.0,Makanan
PRD140895,Deterjen Attack Jaz1 800g,Rp 19.000,12,Pembersih
PRD140896,Garam Kapal 250g,3000.00,34,Bumbu
PRD140897,,22000,60,Rokok
PRD140898,Tisu Tessa 250s,17000,82,Lainnya
PRD140899,Rokok Sampoerna Mild,Rp 30.000,81,Rokok
PRD140900,Teh Celup Sosro, 7000 ,93,Minuman
PRD140901,Tepung Terigu Segitiga Biru 1kg,13000,11,Sembako
,Minyak Bimoli 2L,Rp 35000,77,Sembako
PRD140903,Garam Kapal 250g,Rp 3000,90,Bumbu
,Kecap Bango Pouch 220ml,Rp 11000,86,
PRD140905,Aqua Galon,Rp 21.000,20,Minuman
PRD140906,Indomie Goreng,3000,92,Makanan
PRD140907,Shampo Sunsilk Sachet,,41,Perawatan Pribadi
PRD140908,Baterai ABC Sedang (2 pcs),Rp 10000,-19,Lainnya
PRD140909,Teh Sariwangi Celup,6500,70,Minuman
PRD140910,Sabun Lifebuoy Merah,4000.00,73,Perawatan Pribadi
PRD140911,Deterjen Rinso Anti Noda 700g,,-49,
PRD140912,Kopi ABC Susu, 1500 ,2,Minuman
,Margarin Blue Band 200g,9500.00,-1,Sembako
PRD140914,Mie Sedap Goreng,Rp 2900,72.0,Makanan
PRD140915,Pembersih Lantai Wipol 750ml,18000.00,12,Pembersih
PRD140916,Tisu Tessa 250s,17000,50.0,
PRD140917,Sikat Gigi Formula,,84,Perawatan Pribadi
PRD140918,Shampo Pantene Sachet, 1500 ,-81,Perawatan Pribadi
PRD140919,Deterjen Attack Jaz1 800g,19000,99,Pembersih
PRD140920,Sabun Cuci Piring Mama Lemon 400ml,9500.00,19,Pembersih
PRD140921,Sabun Cuci Piring Mama Lemon 400ml,9500.00,37,
PRD140922,Sabun Nuvo Biru,3500.00,,Perawatan Pribadi
PRD140923,Baterai ABC Sedang (2 pcs), 10000 ,87,Lainnya
PRD140924,Korek Api Gas Tokai,Rp 3000,-53,Lainnya
PRD140925,Sabun Lifebuoy Merah,4000.00,83,Perawatan Pribadi
PRD140926,Le Minerale 600ml,Rp 3500,25,Minuman
PRD140927,Kecap ABC Pouch 220ml,9500.00,-27,Bumbu
PRD140928,Kecap ABC Pouch 220ml,9500,83,Bumbu
PRD140929,Margarin Forvita 200g,Rp 7.000,69,Sembako
PRD140930,Gula Pasir Gulaku 1kg,Rp 16.000,34,Sembako
PRD140931,Tepung Tapioka Rose Brand 500g,8000,11,Sembako
PRD140932,Garam Refina 250g,3500,8,Bumbu
PRD140933,Tepung Tapioka Rose Brand 500g,8000.00,90,Sembako
PRD140934,Indomie Kuah Soto,2800,-32,Makanan
PRD140935,Kopi Kapal Api Sachet,Rp 1500,90.0,Minuman
PRD140936,Sabun Lux Mawar,Rp 4500,-39,Perawatan Pribadi
PRD140937,Deterjen Rinso Anti Noda 700g,Rp 22.000,57.0,Pembersih
PRD140938,Gula Pasir Gulaku 1kg, 16000 ,67,Sembako
PRD140939,Pasta Gigi Ciptadent 190g,10000,39,Perawatan Pribadi
PRD140940,,Rp 1.000,85,Perawatan Pribadi
PRD140941,Rokok Marlboro Merah,38000,91,Rokok
,Beras Pandan Wangi 5kg,70000,10,Sembako
PRD140943,Sabun Lifebuoy Merah, 4000 ,33,Perawatan Pribadi
PRD140944,Fanta Merah 390ml,Rp 5000,47,Minuman
PRD140945,Baterai ABC Sedang (2 pcs),10000,24,Lainnya
PRD140946,Popok MamyPoko Pants M,,37,Perawatan Bayi
PRD140947,Deterjen Daia 850g,18500.00,45,Pembersih
PRD140948,Kopi Nescafe Classic,5000.00,77,Minuman
PRD140949,Pembalut Charm Cooling Fresh,Rp 18.000,92,Perawatan Pribadi
PRD140950,Kecap Bango Pouch 220ml,11000,27,Bumbu
PRD140951,Sprite Botol 390ml,5000,91,Minuman
PRD140952,Minyak Sania 2L,Rp 34.500,60,Sembako
PRD140953,Shampo Pantene Sachet,1500,,Perawatan Pribadi
PRD140954,Aqua Gelas 240ml,Rp 1.000,35,Minuman
PRD140955,Garam Kapal 250g, 3000 ,3,Bumbu
PRD140956,Pasta Gigi Ciptadent 190g, 10000 ,0,Perawatan Pribadi
,Rokok Gudang Garam Filter,Rp 23.000,11,Rokok
PRD140958,Rokok Sampoerna Mild,Rp 30000,56,Rokok
PRD140959,Rokok Djarum Super,Rp 22.000,53,Rokok
PRD140960,Baterai ABC Sedang (2 pcs),10000.00,96.0,Lainnya
,Kopi Torabika Susu,Rp 1.500,,Minuman
PRD140962,Gula Pasir Gulaku 1kg,Rp 16000,83,Sembako
PRD140963,Indomie Kuah Ayam Bawang,2800,-23,Makanan
PRD140964,Rokok Djarum Super,Rp 22000,13,Rokok
PRD140965,, 1500 ,-100,Minuman
PRD140966,Shampo Pantene Sachet,Rp 1.500,-47,Perawatan Pribadi
PRD140967,Indomie Kari Ayam,Rp 2800,9,Makanan
PRD140968,Deterjen Rinso Anti Noda 700g,Rp 22.000,62,Pembersih
PRD140969,,,24,Minuman
PRD140970,Kapur Barus Bagus,Rp 15.000,92,
PRD140971,Aqua Gelas 240ml,1000.00,92,Minuman
,Sabun Mandi Dettol,Rp 5.000,40,Perawatan Pribadi
PRD140973,Susu Indomilk Sachet,1500.00,93,Minuman
PRD140974,Saus Sambal ABC 340ml,15000.00,83,Bumbu
PRD140975,Minyak Bimoli 2L,Rp 35000,52,Sembako
PRD140976,,Rp 17000,95,Lainnya
PRD140977,Shampo Lifebuoy Sachet,Rp 1.000,-27,Perawatan Pribadi
PRD140978,Indomie Kuah Ayam Bawang,Rp 2.800,71,Makanan
PRD140979,Deterjen Rinso Anti Noda 700g,,73,Pembersih
,Korek Api Gas Tokai,Rp 3000,71,Lainnya
PRD140981,Popok MamyPoko Pants M,55000,86,Perawatan Bayi
PRD140982,Aqua Galon,Rp 21000,25,Minuman
PRD140983,Aqua Galon,21000,22,Minuman
PRD140984,Kecap ABC Pouch 220ml,Rp 9500,-81,Bumbu
PRD140985,Shampo Lifebuoy Sachet,1000.00,,Perawatan Pribadi
PRD140986,Kopi Kapal Api Sachet,1500.00,94.0,Minuman
PRD140987,,,18,Makanan
PRD140988,Minyak Curah 1L,16000,49,Sembako
PRD140989,Indomie Goreng,,18,Makanan
PRD140990,Sabun Mandi Dettol,Rp 5.000,43,Perawatan Pribadi
PRD140991,Kopi Torabika Susu,1500,54,Minuman
PRD140992,Korek Api Gas Tokai,Rp 3000,11.0,
PRD140993,Korek Api Gas Tokai,Rp 3.000,-79,Lainnya
PRD140994,Susu Indomilk Sachet,1500,92,Minuman
,Pembersih Lantai Super Pell 770ml,13500.00,99,Pembersih
PRD140996,,1000.00,57,Minuman
PRD140997,Teh Sariwangi Celup,6500,50,Minuman
PRD140998,Gula Curah 1kg,Rp 15000,-51,Sembako
PRD140999,Indomie Goreng,3000,74,Makanan
PRD141000,Rokok Djarum Super,22000.00,,Rokok
