kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD060853,Kopi Torabika Susu,1500.00,92.0,Minuman
PRD060854,Deterjen Attack Jaz1 800g,Rp 19000,0,Pembersih
PRD060855,Susu Indomilk Sachet,1500,67,Minuman
PRD060856,Kopi Nescafe Classic,Rp 5.000,98,Minuman
PRD060857,Aqua Galon,,56.0,Minuman
PRD060858,,Rp 6.500,15,
PRD060859,Indomie Goreng,3000,0,Makanan
PRD060860,Tepung Tapioka Rose Brand 500g, 8000 ,64,Sembako
,Indomie Kuah Ayam Bawang,2800.00,31.0,
PRD060862,Coca Cola Botol 390ml,Rp 5000,84,Minuman
PRD060863,Tisu Paseo 250s,18500,24.0,Lainnya
PRD060864,Bumbu Racik Indofood Sayur Asem,Rp 2.500,92.0,Bumbu
PRD060865,Obat Nyamuk Baygon Bakar,6000,14,Lainnya
PRD060866,Kopi Luwak White Koffie,Rp 2.000,52.0,Minuman
PRD060867,Garam Kapal 250g,3000,95,Bumbu
PRD060868,Kopi Nescafe Classic,5000.00,10,
PRD060869,Tepung Tapioka Rose Brand 500g,Rp 8.000,26,Sembako
PRD060870,Sabun Cuci Piring Sunlight 460ml, 11000 ,82,Pembersih
PRD060871,Aqua Galon,21000.00,47,Minuman
PRD060872,Sabun Cuci Piring Mama Lemon 400ml,9500,23,Pembersih
PRD060873,Fanta Merah 390ml,5000,72,Minuman
PRD060874,,22000,42,Pembersih
PRD060875,Pembalut Charm Cooling Fresh, 18000 ,2,Perawatan Pribadi
PRD060876,Baterai ABC Sedang (2 pcs),Rp 10.000,5.0,Lainnya
PRD060877,Gula Curah 1kg,Rp 15000,35,Sembako
PRD060878,Kopi ABC Susu,Rp 1500,17.0,Minuman
PRD060879,Aqua Gelas 240ml,1000,61.0,Minuman
PRD060880,Aqua Botol 600ml,Rp 3.500,36,Minuman
PRD060881,Saus Sambal Indofood 340ml, 14500 ,30,Bumbu
PRD060882,Popok MamyPoko Pants M,Rp 55000,14,Perawatan Bayi
PRD060883,Indomie Kuah Soto,Rp 2800,82.0,Makanan
PRD060884,Sabun Cuci Piring Mama Lemon 400ml,,97,Pembersih
PRD060885,Susu Dancow Sachet,3500.00,-95,Minuman
PRD060886,Shampo Sunsilk Sachet,1500,31,Perawatan Pribadi
PRD060887,Saus Sambal ABC 340ml,15000,43,Bumbu
PRD060888,Kopi ABC Susu,Rp 1.500,64,Minuman
PRD060889,Rokok Djarum Super,22000.00,35,Rokok
PRD060890,Kecap ABC Pouch 220ml,9500.00,56,Bumbu
PRD060891,Tisu Paseo 250s,Rp 18.500,-72,
,Bumbu Racik Indofood Sayur Asem,Rp 2.500,-51,Bumbu
PRD060893,Sabun Lifebuoy Merah,4000,47,Perawatan Pribadi
PRD060894,Sabun Lifebuoy Merah,4000.00,20,Perawatan Pribadi
PRD060895,Tisu Paseo 250s,Rp 18.500,99,Lainnya
PRD060896,Sikat Gigi Formula,6000,83,Perawatan Pribadi
PRD060897,Tepung Beras Rose Brand 500g,Rp 7.500,8.0,Sembako
PRD060898,Rokok Sampoerna Mild,30000.00,51,Rokok
PRD060899,Popok MamyPoko Pants M,55000,-89,Perawatan Bayi
PRD060900,Minyak Curah 1L,Rp 16000,11,Sembako
PRD060901,Indomie Kuah Ayam Bawang,2800,38,Makanan
PRD060902,Gula Pasir Gulaku 1kg,16000.00,79,Sembako
,Sabun Cuci Piring Mama Lemon 400ml,Rp 9500,43,Pembersih
PRD060904,Sikat Gigi Formula,Rp 6.000,39,Perawatan Pribadi
PRD060905,,Rp 3.500,-82,Bumbu
PRD060906,Susu Frisian Flag Sachet,Rp 1.500,88,Minuman
PRD060907,Shampo Sunsilk Sachet,Rp 1500,100,
PRD060908,Rokok Sampoerna Mild,Rp 30.000,87,Rokok
PRD060909,Pasta Gigi Pepsodent 190g,Rp 12500,100,Perawatan Pribadi
PRD060910,Pembersih Lantai Wipol 750ml,18000,77,Pembersih
PRD060911,Sikat Gigi Formula,6000,9,Perawatan Pribadi
PRD060912,Rokok Djarum Super, 22000 ,12,Rokok
PRD060913,Aqua Galon,Rp 21.000,98,Minuman
PRD060914,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,67,Pembersih
PRD060915,Susu Frisian Flag Sachet,Rp 1.500,29,Minuman
PRD060916,Margarin Blue Band 200g, 9500 ,19,Sembako
PRD060917,,1500.00,56,Minuman
PRD060918,Minyak Bimoli 2L,35000,42,Sembako
PRD060919,Susu Bear Brand,10500,80,
PRD060920,Kapur Barus Bagus, 15000 ,97,Lainnya
,,65000,-72,Sembako
PRD060922,,7500,62,Sembako
PRD060923,Rokok Gudang Garam Filter,23000.00,23,Rokok
PRD060924,Susu Bear Brand,10500,28,Minuman
PRD060925,Bumbu Racik Indofood Nasi Goreng,2500.00,22,Bumbu
PRD060926,Pasta Gigi Ciptadent 190g,10000,26,Perawatan Pribadi
PRD060927,Kecap Bango Pouch 220ml,11000.00,76,Bumbu
PRD060928,Baterai ABC Sedang (2 pcs),10000.00,39,
,,22000,,Rokok
PRD060930,Teh Pucuk Harum 350ml,4000.00,5,Minuman
,Minyak Bimoli 2L,35000,-94,Sembako
PRD060932,,Rp 55000,96,Perawatan Bayi
PRD060933,Kopi ABC Susu, 1500 ,96,Minuman
PRD060934,Sprite Botol 390ml,,61.0,Minuman
PRD060935,Deterjen Attack Jaz1 800g,Rp 19.000,26,Pembersih
PRD060936,Tepung Beras Rose Brand 500g,7500.00,-62,Sembako
PRD060937,Deterjen Daia 850g,18500,10,Pembersih
PRD060938,Minyak Sania 2L,Rp 34500,51,Sembako
,Garam Kapal 250g,3000,49,
PRD060940,Sabun Mandi Dettol,,13,Perawatan Pribadi
PRD060941,Tisu Paseo 250s,18500,35,
PRD060942,Pembalut Laurier Relax Night,,20,Perawatan Pribadi
PRD060943,Susu Bear Brand,Rp 10500,3,Minuman
PRD060944,Minyak Filma 2L,34000,47,Sembako
PRD060945,Sabun Cuci Piring Sunlight 460ml,11000.00,88,Pembersih
PRD060946,Beras Ramos 5kg,Rp 65000,85,Sembako
PRD060947,Pembersih Lantai Wipol 750ml,18000,1,Pembersih
PRD060948,Rokok Djarum Super,22000.00,48,Rokok
PRD060949,Pembersih Lantai Wipol 750ml,18000.00,92.0,Pembersih
PRD060950,,Rp 13.000,33,Sembako
PRD060951,Indomie Goreng, 3000 ,69.0,
PRD060952,Pembersih Lantai Wipol 750ml,18000,11,Pembersih
PRD060953,Pembalut Laurier Relax Night,20000.00,87,Perawatan Pribadi
PRD060954,Gula Pasir Gulaku 1kg,16000,-96,Sembako
PRD060955,Pembalut Charm Cooling Fresh,,-15,Perawatan Pribadi
PRD060956,Tisu Tessa 250s,Rp 17000,18,Lainnya
PRD060957,Deterjen Daia 850g,Rp 18500,-87,Pembersih
PRD060958,Sabun Cuci Piring Sunlight 460ml,Rp 11000,52,Pembersih
PRD060959,Kopi Nescafe Classic,5000.00,73,Minuman
PRD060960,Popok MamyPoko Pants M,55000,,Perawatan Bayi
PRD060961,Kecap Bango Pouch 220ml,Rp 11.000,60,Bumbu
PRD060962,Deterjen Rinso Anti Noda 700g,Rp 22.000,91,Pembersih
PRD060963,Teh Pucuk Harum 350ml,Rp 4000,-2,Minuman
PRD060964,Tepung Beras Rose Brand 500g,7500.00,0,Sembako
PRD060965,Sabun Lux Mawar,4500.00,8,Perawatan Pribadi
PRD060966,Aqua Galon,21000,69,Minuman
PRD060967,Popok Sweety Bronze Pants L,48000,8.0,Perawatan Bayi
PRD060968,Margarin Forvita 200g, 7000 ,20.0,Sembako
PRD060969,Kopi Luwak White Koffie, 2000 ,20.0,Minuman
,Beras Pandan Wangi 5kg, 70000 ,70,Sembako
PRD060971,Shampo Sunsilk Sachet,Rp 1.500,,Perawatan Pribadi
PRD060972,Mie Sedap Goreng,2900.00,58,Makanan
PRD060973,Korek Api Gas Tokai,3000,0,Lainnya
PRD060974,Sabun Cuci Piring Sunlight 460ml,11000,,Pembersih
PRD060975,,5000,19,Minuman
PRD060976,Gula Curah 1kg,Rp 15000,10,Sembako
PRD060977,Rokok Sampoerna Mild, 30000 ,93.0,Rokok
PRD060978,Aqua Galon,21000,-5,Minuman
PRD060979,,2500,5,Bumbu
PRD060980,,2800,,Makanan
PRD060981,Shampo Lifebuoy Sachet,1000.00,-23,Perawatan Pribadi
PRD060982,,Rp 21.000,62,Minuman
PRD060983,Garam Refina 250g,Rp 3500,30,Bumbu
PRD060984,Sabun Nuvo Biru,Rp 3.500,-82,Perawatan Pribadi
PRD060985,,5000,65,Minuman
PRD060986,Popok Sweety Bronze Pants L,,44,Perawatan Bayi
PRD060987,Susu Dancow Sachet,3500.00,62,Minuman
PRD060988,Kapur Barus Bagus,Rp 15000,62,Lainnya
PRD060989,Kecap Bango Pouch 220ml,Rp 11000,80,Bumbu
PRD060990,Korek Api Gas Tokai,Rp 3.000,-2,
PRD060991,Indomie Goreng,Rp 3.000,20,Makanan
PRD060992,Pembersih Lantai Wipol 750ml,18000.00,-55,Pembersih
PRD060993,Susu Bear Brand,10500.00,98,Minuman
PRD060994,Rokok Gudang Garam Filter,Rp 23000,3,Rokok
PRD060995,Pasta Gigi Ciptadent 190g,Rp 10000,-21,Perawatan Pribadi
PRD060996,Pembersih Lantai Wipol 750ml,Rp 18000,7,Pembersih
PRD060997,Indomie Kuah Soto,2800,75.0,Makanan
PRD060998,Deterjen Attack Jaz1 800g,19000,-38,Pembersih
PRD060999,Popok MamyPoko Pants M,Rp 55.000,37,
PRD061000,Garam Kapal 250g,3000.00,15,Bumbu
