tbl_product_id,nama_lengkap_produk,harga_jual_per_unit,jumlah_stok_tersedia,kategori_produk
PRD150850,Shampo Lifebuoy Sachet,Rp 1000,93,Perawatan Pribadi
PRD150851,Bumbu Racik Indofood Sayur Asem,Rp 2.500,43,Bumbu
PRD150852,Shampo Sunsilk Sachet,1500,71,Perawatan Pribadi
PRD150853,Kecap ABC Pouch 220ml,Rp 9500,-35,Bumbu
PRD150854,Deterjen Attack Jaz1 800g,Rp 19000,91,Pembersih
PRD150855,,Rp 10000,13,Perawatan Pribadi
PRD150856,Aqua Galon,21000,85,Minuman
PRD150857,Aqua Botol 600ml,3500,3,Minuman
PRD150858,Popok MamyPoko Pants M,Rp 55000,78,Perawatan Bayi
PRD150859,Indomie Kari Ayam,Rp 2800,-97,Makanan
PRD150860,Saus Sambal ABC 340ml,15000,8,Bumbu
PRD150861,Bumbu Racik Indofood Sayur Asem,,84.0,Bumbu
PRD150862,Minyak Curah 1L,Rp 16000,83,Sembako
PRD150863,Beras Rojolele 5kg,67000,,Sembako
PRD150864,Kopi Luwak White Koffie,2000.00,89,
PRD150865,Pembalut Laurier Relax Night,20000,80.0,Perawatan Pribadi
PRD150866,Obat Nyamuk Baygon Bakar,6000,60,Lainnya
PRD150867,Minyak Filma 2L,34000,9,Sembako
PRD150868,Pembalut Laurier Relax Night,20000,,Perawatan Pribadi
PRD150869,Baterai Alkalin AA (2 pcs),15000,,
PRD150870,Sabun Nuvo Biru,Rp 3500,-18,Perawatan Pribadi
PRD150871,Susu Bear Brand,,16,Minuman
PRD150872,Pasta Gigi Ciptadent 190g,Rp 10.000,23,Perawatan Pribadi
PRD150873,Shampo Clear Sachet,1500,91,Perawatan Pribadi
PRD150874,Minyak Sania 2L,Rp 34.500,73.0,Sembako
PRD150875,Obat Nyamuk Hit Spray,35000,90,Lainnya
PRD150876,Teh Sariwangi Celup,6500,16,Minuman
PRD150877,Sabun Mandi Dettol,5000.00,13,Perawatan Pribadi
PRD150878,Gula Pasir Gulaku 1kg,Rp 16000,1.0,Sembako
PRD150879,Beras Ramos 5kg,65000,38,Sembako
PRD150880,Bumbu Racik Indofood Nasi Goreng,Rp 2500,83,Bumbu
PRD150881,Obat Nyamuk Baygon Bakar,Rp 6.000,94.0,Lainnya
PRD150882,Aqua Gelas 240ml,1000,6.0,Minuman
PRD150883,Tisu Tessa 250s,17000.00,30,Lainnya
PRD150884,Margarin Blue Band 200g,9500.00,,Sembako
PRD150885,Rokok Surya 16,Rp 31.000,-88,Rokok
PRD150886,,3000.00,15,Makanan
PRD150887,Beras Rojolele 5kg,,4,Sembako
PRD150888,Coca Cola Botol 390ml,Rp 5.000,-18,Minuman
PRD150889,Deterjen Rinso Anti Noda 700g,22000.00,24,Pembersih
PRD150890,Tepung Terigu Segitiga Biru 1kg,13000,99,Sembako
PRD150891,Shampo Sunsilk Sachet,Rp 1.500,86,Perawatan Pribadi
PRD150892,, 18000 ,31,
PRD150893,Sabun Mandi Dettol,5000.00,68,Perawatan Pribadi
PRD150894,Aqua Galon,21000,97,Minuman
PRD150895,Susu Dancow Sachet,Rp 3500,,Minuman
PRD150896,Sabun Cuci Piring Mama Lemon 400ml,9500,64,Pembersih
PRD150897,Mie Sedap Goreng,2900.00,87,Makanan
PRD150898,Tepung Tapioka Rose Brand 500g,,-65,Sembako
PRD150899,Sabun Lux Mawar,Rp 4500,-1,Perawatan Pribadi
PRD150900,Rokok Marlboro Merah,38000,96,Rokok
PRD150901,, 13500 ,50,Pembersih
PRD150902,Rokok Djarum Super,22000,48,Rokok
PRD150903,Kapur Barus Bagus,Rp 15.000,93,Lainnya
PRD150904,Coca Cola Botol 390ml,5000,49,Minuman
,Tisu Paseo 250s,Rp 18.500,61,Lainnya
PRD150906,Garam Refina 250g,3500.00,9,Bumbu
PRD150907,Kecap Bango Pouch 220ml,Rp 11000,-54,Bumbu
PRD150908,Sabun Mandi Dettol,Rp 5000,90,Perawatan Pribadi
PRD150909,Gula Curah 1kg,15000.00,95,Sembako
,Deterjen Daia 850g,18500,87,
PRD150911,Pembalut Charm Cooling Fresh,,50,Perawatan Pribadi
PRD150912,Tepung Beras Rose Brand 500g,Rp 7.500,53,Sembako
PRD150913,Rokok Gudang Garam Filter,23000,91,Rokok
PRD150914,Teh Sariwangi Celup,6500,,Minuman
PRD150915,Mie Sedap Goreng,2900,1,Makanan
PRD150916,Sabun Lux Mawar,,75,Perawatan Pribadi
PRD150917,Garam Refina 250g,Rp 3.500,-71,Bumbu
PRD150918,Tepung Beras Rose Brand 500g,Rp 7.500,19,Sembako
PRD150919,Popok MamyPoko Pants M,,22,Perawatan Bayi
PRD150920,Tepung Terigu Segitiga Biru 1kg,13000,19,Sembako
PRD150921,Saus Sambal Indofood 340ml,14500,99,Bumbu
,Coca Cola Botol 390ml,5000,97,Minuman
PRD150923,Kopi Nescafe Classic, 5000 ,31,Minuman
PRD150924,Kapur Barus Bagus,15000,28,Lainnya
PRD150925,Minyak Filma 2L,34000,0.0,Sembako
PRD150926,Bumbu Racik Indofood Nasi Goreng,Rp 2.500,65,
PRD150927,Popok MamyPoko Pants M,55000,89,Perawatan Bayi
PRD150928,Pembalut Charm Cooling Fresh,18000.00,74,Perawatan Pribadi
PRD150929,Indomie Kuah Ayam Bawang,2800.00,1,Makanan
,Kecap ABC Pouch 220ml,9500,83,
PRD150931,Shampo Pantene Sachet,1500,51,Perawatan Pribadi
PRD150932,Kopi Luwak White Koffie,Rp 2000,-51,Minuman
PRD150933,Sabun Mandi Dettol,5000.00,-100,Perawatan Pribadi
PRD150934,Indomie Kari Ayam,Rp 2.800,33,Makanan
PRD150935,Aqua Botol 600ml, 3500 ,79,Minuman
PRD150936,Deterjen Daia 850g,Rp 18.500,100,Pembersih
PRD150937,Le Minerale 600ml,3500,37,Minuman
PRD150938,Obat Nyamuk Hit Spray,Rp 35000,48,Lainnya
PRD150939,Kopi Luwak White Koffie,2000.00,37,Minuman
PRD150940,Kopi Luwak White Koffie,2000.00,88,
PRD150941,,1500,69,Perawatan Pribadi
PRD150942,Gula Pasir Gulaku 1kg,16000,5,Sembako
PRD150943,Beras Ramos 5kg,65000,5,Sembako
PRD150944,Sikat Gigi Formula,Rp 6000,68.0,Perawatan Pribadi
PRD150945,Margarin Blue Band 200g,9500,78,Sembako
PRD150946,Bumbu Racik Indofood Sayur Asem,Rp 2.500,-59,Bumbu
PRD150947,Teh Celup Sosro,7000,4.0,Minuman
PRD150948,Beras Rojolele 5kg,67000.00,53,Sembako
PRD150949,Coca Cola Botol 390ml,5000,22,Minuman
PRD150950,Kopi Torabika Susu,Rp 1500,52,Minuman
PRD150951,Pasta Gigi Pepsodent 190g,Rp 12.500,23,Perawatan Pribadi
PRD150952,Beras Rojolele 5kg,67000.00,63,Sembako
PRD150953,Bumbu Racik Indofood Nasi Goreng,2500.00,83,
PRD150954,Sabun Cuci Piring Sunlight 460ml,11000,41,Pembersih
PRD150955,Susu Frisian Flag Sachet, 1500 ,60,Minuman
PRD150956,Beras Pandan Wangi 5kg,Rp 70000,43,Sembako
PRD150957,,7000.00,20,Sembako
PRD150958,Kapur Barus Bagus,15000,25,Lainnya
PRD150959,Popok Sweety Bronze Pants L,Rp 48000,35,Perawatan Bayi
PRD150960,Tepung Tapioka Rose Brand 500g,8000,56,Sembako
PRD150961,Le Minerale 600ml,3500,48,Minuman
PRD150962,,Rp 30000,94,Rokok
PRD150963,Pembersih Lantai Super Pell 770ml,Rp 13500,45,Pembersih
PRD150964,Indomie Goreng, 3000 ,2,Makanan
PRD150965,Pasta Gigi Pepsodent 190g,Rp 12.500,-67,Perawatan Pribadi
PRD150966,Beras Rojolele 5kg,Rp 67.000,3,Sembako
PRD150967,,Rp 20.000,34.0,Perawatan Pribadi
PRD150968,Minyak Sania 2L,Rp 34.500,38,Sembako
PRD150969,Sabun Mandi Dettol,Rp 5000,48,
,Rokok Sampoerna Mild,Rp 30000,55,Rokok
PRD150971,,10000,49,Lainnya
PRD150972,Bumbu Racik Indofood Nasi Goreng,Rp 2500,18,Bumbu
PRD150973,Gula Pasir Gulaku 1kg,Rp 16000,93,
PRD150974,Margarin Forvita 200g,7000,29,Sembako
PRD150975,Kopi Kapal Api Sachet,1500,58,Minuman
PRD150976,Korek Api Gas Tokai,3000,92,Lainnya
PRD150977,Margarin Blue Band 200g,,73,Sembako
PRD150978,,Rp 21.000,64,Minuman
PRD150979,,Rp 18.500,89,Pembersih
PRD150980,,Rp 5000,49,Minuman
PRD150981,Pasta Gigi Ciptadent 190g,Rp 10.000,81,
PRD150982,Baterai ABC Sedang (2 pcs),10000.00,-36,Lainnya
PRD150983,Beras Ramos 5kg,Rp 65.000,50,Sembako
PRD150984,,2800.00,35,Makanan
,Gula Pasir Gulaku 1kg,16000.00,47,Sembako
PRD150986,Beras Ramos 5kg, 65000 ,-31,Sembako
PRD150987,Garam Kapal 250g,3000.00,-86,Bumbu
PRD150988,Tisu Paseo 250s,18500,93,Lainnya
PRD150989,Rokok Djarum Super,Rp 22000,92,Rokok
PRD150990,Baterai ABC Sedang (2 pcs),10000,13,Lainnya
PRD150991,Susu Frisian Flag Sachet,,32.0,Minuman
PRD150992,Tepung Terigu Segitiga Biru 1kg,Rp 13000,75,Sembako
PRD150993,Gula Pasir Gulaku 1kg,16000,41,Sembako
PRD150994,Shampo Pantene Sachet,Rp 1.500,33,Perawatan Pribadi
PRD150995,Shampo Sunsilk Sachet,Rp 1.500,24,Perawatan Pribadi
PRD150996,Rokok Sampoerna Mild,30000,80,Rokok
PRD150997,Indomie Kari Ayam,Rp 2800,25,Makanan
PRD150998,Fanta Merah 390ml,Rp 5000,12,Minuman
PRD150999,Rokok Gudang Garam Filter,Rp 23.000,33.0,Rokok
,Gula Pasir Gulaku 1kg,16000.00,54,Sembako
