kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD040848,Kapur Barus Bagus,Rp 15000,9,Lainnya
PRD040849,Susu Bear Brand, 10500 ,69,Minuman
PRD040850,Kecap ABC Pouch 220ml,9500.00,48,Bumbu
PRD040851,Shampo Pantene Sachet,1500.00,98,Perawatan Pribadi
PRD040852,Deterjen Rinso Anti Noda 700g,22000.00,3,Pembersih
PRD040853,Coca Cola Botol 390ml,5000,37,Minuman
PRD040854,Fanta Merah 390ml,5000,8,Minuman
PRD040855,Indomie Kuah Ayam Bawang, 2800 ,92,Makanan
PRD040856,Teh Sariwangi Celup,Rp 6.500,82,Minuman
PRD040857,Shampo Sunsilk Sachet,Rp 1.500,74,Perawatan Pribadi
PRD040858,Indomie Kuah Soto,Rp 2800,14,Makanan
PRD040859,Beras Pandan Wangi 5kg,70000.00,97,Sembako
PRD040860,Obat Nyamuk Baygon Bakar,6000.00,,Lainnya
PRD040861,Kapur Barus Bagus,15000.00,22,Lainnya
,Sabun Nuvo Biru,3500,24.0,Perawatan Pribadi
PRD040863,Baterai ABC Sedang (2 pcs),10000,57,Lainnya
PRD040864,Kopi ABC Susu,1500.00,71,Minuman
PRD040865,Kopi Kapal Api Sachet,1500,71,Minuman
PRD040866,Bumbu Racik Indofood Nasi Goreng,Rp 2500,63,Bumbu
PRD040867,Kopi ABC Susu,Rp 1.500,26,Minuman
PRD040868,Saus Sambal ABC 340ml,Rp 15.000,62,Bumbu
PRD040869,Kecap ABC Pouch 220ml,Rp 9.500,70,Bumbu
PRD040870,Pasta Gigi Pepsodent 190g,Rp 12.500,29,Perawatan Pribadi
PRD040871,Kopi Nescafe Classic,Rp 5.000,18,Minuman
PRD040872,Deterjen Rinso Anti Noda 700g,22000,18.0,Pembersih
PRD040873,Indomie Kuah Soto,,65,Makanan
PRD040874,Deterjen Attack Jaz1 800g,19000,31,Pembersih
PRD040875,Fanta Merah 390ml, 5000 ,,Minuman
PRD040876,Tepung Tapioka Rose Brand 500g,8000,4,Sembako
PRD040877,Indomie Kuah Soto,2800.00,,Makanan
PRD040878,Teh Pucuk Harum 350ml,4000,-78,Minuman
PRD040879,Coca Cola Botol 390ml,Rp 5000,45,Minuman
,Popok MamyPoko Pants M,55000,92,Perawatan Bayi
PRD040881,Obat Nyamuk Hit Spray,35000.00,31,Lainnya
PRD040882,,Rp 15000,88,Sembako
PRD040883,Rokok Sampoerna Mild,30000,72,Rokok
PRD040884,Garam Kapal 250g,3000,72,Bumbu
PRD040885,Fanta Merah 390ml,Rp 5000,20,Minuman
,Korek Api Gas Tokai,3000.00,64,
PRD040887,Tepung Tapioka Rose Brand 500g, 8000 ,16,Sembako
PRD040888,Beras Rojolele 5kg,67000,66,Sembako
PRD040889,Gula Pasir Gulaku 1kg,16000,47,Sembako
PRD040890,Rokok Gudang Garam Filter,23000.00,57.0,Rokok
PRD040891,,Rp 19000,30,
PRD040892,Kopi ABC Susu,1500,71,Minuman
PRD040893,Obat Nyamuk Baygon Bakar,Rp 6000,89,Lainnya
PRD040894,Susu Bear Brand,Rp 10.500,100,Minuman
PRD040895,Pembalut Charm Cooling Fresh,18000.00,13,Perawatan Pribadi
PRD040896,Beras Pandan Wangi 5kg,Rp 70.000,18,Sembako
PRD040897,Korek Api Gas Tokai,3000,86,Lainnya
PRD040898,Minyak Sania 2L,34500,90,Sembako
PRD040899,Minyak Bimoli 2L,35000,-93,Sembako
PRD040900,Saus Sambal Indofood 340ml,14500.00,83,
PRD040901,Sabun Mandi Dettol,5000,100.0,Perawatan Pribadi
PRD040902,Kecap ABC Pouch 220ml,Rp 9500,29,Bumbu
PRD040903,Tepung Terigu Segitiga Biru 1kg,13000,-34,Sembako
PRD040904,Sabun Lux Mawar,4500.00,15.0,Perawatan Pribadi
PRD040905,Kopi Torabika Susu,Rp 1.500,85,
PRD040906,Margarin Forvita 200g,Rp 7000,80,Sembako
PRD040907,Pembersih Lantai Super Pell 770ml,Rp 13.500,78,Pembersih
PRD040908,Sabun Cuci Piring Mama Lemon 400ml,9500,-23,Pembersih
PRD040909,Baterai Alkalin AA (2 pcs),15000.00,65,Lainnya
PRD040910,Bumbu Racik Indofood Nasi Goreng, 2500 ,56,Bumbu
PRD040911,Indomie Goreng, 3000 ,93.0,Makanan
PRD040912,Margarin Forvita 200g,Rp 7.000,23,Sembako
PRD040913,Tisu Tessa 250s,Rp 17000,81,Lainnya
PRD040914,Tepung Tapioka Rose Brand 500g,8000.00,71.0,Sembako
PRD040915,Popok MamyPoko Pants M,Rp 55.000,41,Perawatan Bayi
PRD040916,Gula Pasir Gulaku 1kg, 16000 ,22,Sembako
PRD040917,Sprite Botol 390ml,Rp 5000,99,Minuman
PRD040918,Popok Sweety Bronze Pants L,48000.00,96,Perawatan Bayi
PRD040919,Susu Frisian Flag Sachet,1500.00,72.0,Minuman
PRD040920,Coca Cola Botol 390ml,Rp 5000,14,Minuman
PRD040921,,1000,65,Perawatan Pribadi
PRD040922,Beras Pandan Wangi 5kg,70000,76,Sembako
PRD040923,Beras Ramos 5kg,65000,74,Sembako
PRD040924,,Rp 3000,61,Bumbu
PRD040925,Le Minerale 600ml,,35.0,Minuman
PRD040926,Rokok Gudang Garam Filter,Rp 23.000,69.0,Rokok
,Aqua Botol 600ml,Rp 3.500,89,Minuman
PRD040928,Mie Sedap Goreng,2900,9,Makanan
PRD040929,Sprite Botol 390ml,5000,81,Minuman
PRD040930,Baterai ABC Sedang (2 pcs),Rp 10000,61,Lainnya
PRD040931,Margarin Blue Band 200g,Rp 9500,77,Sembako
PRD040932,Indomie Kuah Ayam Bawang,Rp 2.800,46,Makanan
PRD040933,Shampo Pantene Sachet,1500.00,74,Perawatan Pribadi
PRD040934,Garam Kapal 250g,Rp 3000,64,Bumbu
PRD040935,Pasta Gigi Pepsodent 190g,Rp 12500,,
PRD040936,Popok MamyPoko Pants M,55000,24,Perawatan Bayi
PRD040937,Minyak Curah 1L,16000,77,Sembako
PRD040938,Kopi ABC Susu,Rp 1500,80,Minuman
PRD040939,Obat Nyamuk Baygon Bakar, 6000 ,86,Lainnya
PRD040940,Kopi Torabika Susu,,10.0,
PRD040941,Sabun Lifebuoy Merah,4000,70,Perawatan Pribadi
PRD040942,Tepung Tapioka Rose Brand 500g,8000,21,Sembako
PRD040943,Aqua Galon,Rp 21.000,65,Minuman
PRD040944,Gula Pasir Gulaku 1kg,16000.00,91,Sembako
PRD040945,Kecap ABC Pouch 220ml,9500,56,Bumbu
PRD040946,Deterjen Daia 850g,18500.00,62,Pembersih
PRD040947,Obat Nyamuk Baygon Bakar, 6000 ,9,Lainnya
PRD040948,Kopi Torabika Susu,1500.00,17,Minuman
,Kopi Torabika Susu,Rp 1500,67,Minuman
PRD040950,Coca Cola Botol 390ml,Rp 5.000,34,Minuman
PRD040951,Margarin Blue Band 200g,Rp 9.500,76,Sembako
PRD040952,Kopi Nescafe Classic,5000.00,43.0,Minuman
PRD040953,,19000,64,Pembersih
PRD040954,Sabun Lifebuoy Merah,,28,Perawatan Pribadi
PRD040955,Margarin Blue Band 200g,Rp 9.500,13,Sembako
PRD040956,Sabun Nuvo Biru,3500.00,,Perawatan Pribadi
PRD040957,Aqua Gelas 240ml,Rp 1.000,1,Minuman
PRD040958,Minyak Bimoli 2L,Rp 35.000,41,Sembako
PRD040959,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,57,Pembersih
PRD040960,Saus Sambal ABC 340ml,15000,29,Bumbu
PRD040961,Mie Sedap Goreng,Rp 2.900,45,Makanan
PRD040962,Sabun Mandi Dettol,5000.00,60,Perawatan Pribadi
PRD040963,Margarin Blue Band 200g,Rp 9500,44,Sembako
PRD040964,Aqua Gelas 240ml,1000.00,83,Minuman
PRD040965,Margarin Blue Band 200g,,69.0,Sembako
PRD040966,Shampo Sunsilk Sachet,Rp 1.500,36,Perawatan Pribadi
PRD040967,Coca Cola Botol 390ml,Rp 5.000,98.0,
PRD040968,Pembalut Laurier Relax Night,20000,2,Perawatan Pribadi
PRD040969,Saus Sambal Indofood 340ml,14500,88,Bumbu
PRD040970,Shampo Lifebuoy Sachet,1000,21,Perawatan Pribadi
PRD040971,Baterai Alkalin AA (2 pcs),15000,31,Lainnya
PRD040972,Le Minerale 600ml,Rp 3500,16.0,Minuman
PRD040973,Rokok Sampoerna Mild,30000.00,70,Rokok
PRD040974,Indomie Kari Ayam, 2800 ,-44,
PRD040975,Mie Sedap Goreng,2900.00,67,Makanan
PRD040976,Kopi Kapal Api Sachet,1500.00,-67,Minuman
PRD040977,Popok MamyPoko Pants M,55000.00,75,Perawatan Bayi
PRD040978,Tepung Tapioka Rose Brand 500g,Rp 8000,72,Sembako
PRD040979,Rokok Marlboro Merah,38000,39,Rokok
PRD040980,Tisu Paseo 250s,18500,-45,Lainnya
PRD040981,Beras Rojolele 5kg,67000,27,Sembako
PRD040982,Obat Nyamuk Baygon Bakar,,5,Lainnya
PRD040983,,,72,Bumbu
PRD040984,Susu Indomilk Sachet,,91,Minuman
PRD040985,Susu Bear Brand,10500,38,Minuman
PRD040986,Tepung Tapioka Rose Brand 500g,8000.00,79,Sembako
PRD040987,Tepung Beras Rose Brand 500g,Rp 7500,44,Sembako
PRD040988,Teh Sariwangi Celup,Rp 6500,58,Minuman
PRD040989,Rokok Marlboro Merah,,82,Rokok
PRD040990,Indomie Kuah Soto,2800,59.0,Makanan
PRD040991,Shampo Pantene Sachet,,80,Perawatan Pribadi
PRD040992,Teh Pucuk Harum 350ml,4000,69,Minuman
PRD040993,Kopi Nescafe Classic, 5000 ,21,Minuman
PRD040994,Garam Refina 250g,Rp 3500,62,Bumbu
PRD040995,Susu Frisian Flag Sachet,1500,,Minuman
PRD040996,Beras Rojolele 5kg,67000,49,Sembako
PRD040997,Kopi Nescafe Classic,5000,-62,Minuman
PRD040998,Kopi Kapal Api Sachet,Rp 1500,78,Minuman
PRD040999,Sikat Gigi Formula,Rp 6.000,56,Perawatan Pribadi
PRD041000,,3500,4,Minuman
