kode_barang,nama_produk,harga_jual,jumlah_stok,kategori
PRD050846,Sabun Cuci Piring Mama Lemon 400ml,9500.00,94.0,Pembersih
PRD050847,Coca Cola Botol 390ml,Rp 5000,-1,Minuman
PRD050848,Susu Dancow Sachet,Rp 3500,,Minuman
PRD050849,Minyak Filma 2L,Rp 34000,78.0,Sembako
PRD050850,Kecap ABC Pouch 220ml, 9500 ,66,Bumbu
PRD050851,Deterjen Daia 850g,18500,40.0,Pembersih
PRD050852,Teh Pucuk Harum 350ml,4000,1,Minuman
PRD050853,Kapur Barus Bagus,Rp 15.000,56,Lainnya
PRD050854,Rokok Djarum Super,22000,57,Rokok
PRD050855,Aqua Galon,21000,100,Minuman
PRD050856,Margarin Blue Band 200g,Rp 9.500,71,Sembako
PRD050857,Kecap Bango Pouch 220ml,11000,56,Bumbu
,Beras Ramos 5kg,65000,51,Sembako
PRD050859,Deterjen Attack Jaz1 800g, 19000 ,,Pembersih
PRD050860,Teh Celup Sosro,7000,55.0,Minuman
PRD050861,Teh Sariwangi Celup,6500,24,Minuman
PRD050862,Fanta Merah 390ml,5000,-18,Minuman
PRD050863,Margarin Blue Band 200g, 9500 ,-14,Sembako
PRD050864,Pembersih Lantai Wipol 750ml,18000,,Pembersih
PRD050865,Tepung Beras Rose Brand 500g,,19,Sembako
PRD050866,Beras Rojolele 5kg,Rp 67000,69,Sembako
PRD050867,Le Minerale 600ml,3500,75,Minuman
,Beras Pandan Wangi 5kg,Rp 70000,10,Sembako
PRD050869,Margarin Forvita 200g,Rp 7.000,76,Sembako
PRD050870,Tisu Paseo 250s,18500.00,-49,Lainnya
PRD050871,Deterjen Daia 850g,Rp 18500,45,Pembersih
PRD050872,Popok MamyPoko Pants M,55000,-31,Perawatan Bayi
,Tisu Paseo 250s,18500,34,Lainnya
PRD050874,Teh Celup Sosro,Rp 7000,94,
PRD050875,Rokok Marlboro Merah,38000.00,13,Rokok
PRD050876,Bumbu Racik Indofood Sayur Asem,2500.00,14,Bumbu
PRD050877,Kopi Kapal Api Sachet,1500.00,62,Minuman
PRD050878,Pembersih Lantai Super Pell 770ml, 13500 ,54,Pembersih
PRD050879,Deterjen Attack Jaz1 800g,19000,83,Pembersih
PRD050880,,67000,43,Sembako
PRD050881,Le Minerale 600ml,3500.00,100,Minuman
PRD050882,Coca Cola Botol 390ml,5000.00,,Minuman
PRD050883,Susu Bear Brand,10500,3.0,Minuman
PRD050884,Korek Api Gas Tokai,Rp 3.000,54,Lainnya
PRD050885,Tepung Beras Rose Brand 500g,7500,-10,Sembako
,Rokok Sampoerna Mild,30000,39,Rokok
PRD050887,Saus Sambal Indofood 340ml,Rp 14500,67,Bumbu
PRD050888,Indomie Kari Ayam,2800.00,38,
PRD050889,Pembalut Laurier Relax Night,Rp 20000,95,Perawatan Pribadi
,Beras Rojolele 5kg,67000.00,59,Sembako
PRD050891,Kopi Nescafe Classic,Rp 5.000,73,Minuman
PRD050892,Tepung Beras Rose Brand 500g,7500,21,
PRD050893,Popok Sweety Bronze Pants L,Rp 48000,35,Perawatan Bayi
PRD050894,Rokok Gudang Garam Filter,Rp 23000,38,Rokok
PRD050895,Kecap Bango Pouch 220ml,Rp 11.000,24,Bumbu
PRD050896,Minyak Bimoli 2L, 35000 ,1,Sembako
PRD050897,Pembalut Charm Cooling Fresh, 18000 ,-49,Perawatan Pribadi
PRD050898,Shampo Sunsilk Sachet,1500,,Perawatan Pribadi
PRD050899,,1500,,Minuman
PRD050900,,Rp 11000,55,
PRD050901,Susu Bear Brand,Rp 10.500,30,Minuman
PRD050902,Beras Ramos 5kg,Rp 65000,-7,Sembako
PRD050903,Kecap Bango Pouch 220ml,,37,Bumbu
PRD050904,Aqua Galon,21000,48,Minuman
PRD050905,Aqua Gelas 240ml,Rp 1000,89.0,Minuman
PRD050906,Pasta Gigi Ciptadent 190g,10000,93,
PRD050907,Sabun Lux Mawar,4500.00,50,Perawatan Pribadi
PRD050908,Aqua Botol 600ml,3500,-99,Minuman
PRD050909,Aqua Gelas 240ml,Rp 1.000,76,Minuman
PRD050910,Gula Pasir Gulaku 1kg,16000.00,24,Sembako
PRD050911,Rokok Gudang Garam Filter,Rp 23.000,,Rokok
PRD050912,Sabun Lifebuoy Merah,4000.00,50.0,Perawatan Pribadi
PRD050913,Shampo Clear Sachet,1500.00,-99,Perawatan Pribadi
PRD050914,Bumbu Racik Indofood Sayur Asem,Rp 2.500,50,Bumbu
PRD050915,Aqua Gelas 240ml, 1000 ,12,Minuman
PRD050916,Teh Sariwangi Celup, 6500 ,23,Minuman
PRD050917,Indomie Goreng,,19,Makanan
PRD050918,Obat Nyamuk Hit Spray,35000.00,79,Lainnya
PRD050919,Kopi Nescafe Classic, 5000 ,61,Minuman
PRD050920,Fanta Merah 390ml,5000,8,Minuman
PRD050921,Kapur Barus Bagus,,17,Lainnya
PRD050922,Pasta Gigi Pepsodent 190g, 12500 ,65,Perawatan Pribadi
PRD050923,Korek Api Gas Tokai,3000.00,15,Lainnya
PRD050924,,38000.00,62,
PRD050925,Tepung Tapioka Rose Brand 500g,8000,-56,Sembako
PRD050926,Kopi Torabika Susu,Rp 1500,81,Minuman
PRD050927,Aqua Gelas 240ml,1000.00,80,
,Pembalut Laurier Relax Night,Rp 20.000,70,Perawatan Pribadi
PRD050929,Beras Ramos 5kg,Rp 65000,,Sembako
PRD050930,Rokok Gudang Garam Filter,23000,42,Rokok
PRD050931,Kecap ABC Pouch 220ml,9500.00,68,Bumbu
PRD050932,Deterjen Rinso Anti Noda 700g,22000,30,Pembersih
PRD050933,,Rp 3.000,98,Lainnya
PRD050934,Aqua Gelas 240ml,1000,2,Minuman
PRD050935,Sabun Lux Mawar,Rp 4500,39,Perawatan Pribadi
PRD050936,Teh Sariwangi Celup,Rp 6.500,0,Minuman
PRD050937,Teh Sariwangi Celup,6500,75,Minuman
PRD050938,Kecap Bango Pouch 220ml,11000,81.0,Bumbu
PRD050939,Shampo Pantene Sachet,1500,46,Perawatan Pribadi
,Kopi ABC Susu,1500,-8,Minuman
PRD050941,Minyak Curah 1L,Rp 16000,53,Sembako
PRD050942,Sprite Botol 390ml,Rp 5.000,83,Minuman
,Teh Sariwangi Celup,6500,27,Minuman
,Tisu Tessa 250s,Rp 17000,42.0,Lainnya
PRD050945,Margarin Forvita 200g,7000.00,46,Sembako
PRD050946,Teh Celup Sosro,7000.00,7,Minuman
PRD050947,Rokok Sampoerna Mild,Rp 30000,,Rokok
PRD050948,Susu Frisian Flag Sachet,1500.00,73,Minuman
PRD050949,Sprite Botol 390ml,5000,83,Minuman
PRD050950,Gula Pasir Gulaku 1kg,Rp 16000,91,Sembako
PRD050951,Pembersih Lantai Super Pell 770ml,13500,73,Pembersih
PRD050952,Susu Frisian Flag Sachet,Rp 1.500,69,Minuman
PRD050953,Sprite Botol 390ml, 5000 ,85,Minuman
PRD050954,Gula Curah 1kg,15000,34,Sembako
PRD050955,Rokok Gudang Garam Filter,Rp 23000,44.0,Rokok
PRD050956,Rokok Sampoerna Mild,30000,78,Rokok
PRD050957,Minyak Bimoli 2L,Rp 35.000,44,Sembako
PRD050958,Pembalut Charm Cooling Fresh,18000,-8,Perawatan Pribadi
PRD050959,Pembalut Laurier Relax Night,20000,49,Perawatan Pribadi
PRD050960,Pembalut Charm Cooling Fresh,18000,76,Perawatan Pribadi
PRD050961,Minyak Sania 2L,34500,34,Sembako
,,3000,-29,Lainnya
PRD050963,Rokok Marlboro Merah,38000,23,Rokok
,Kopi Luwak White Koffie, 2000 ,3,Minuman
PRD050965,Pasta Gigi Pepsodent 190g,12500,56,Perawatan Pribadi
PRD050966,Pembalut Charm Cooling Fresh,18000,-96,Perawatan Pribadi
PRD050967,Bumbu Racik Indofood Nasi Goreng,2500,89,Bumbu
PRD050968,Susu Frisian Flag Sachet,1500.00,48,Minuman
PRD050969,Rokok Surya 16,31000,5,Rokok
PRD050970,,Rp 48000,-39,Perawatan Bayi
PRD050971,Tepung Tapioka Rose Brand 500g, 8000 ,,Sembako
PRD050972,Kopi Kapal Api Sachet,1500.00,6.0,Minuman
PRD050973,, 34000 ,33,Sembako
PRD050974,Kopi Luwak White Koffie,Rp 2000,,Minuman
PRD050975,Indomie Kuah Ayam Bawang,2800,62,Makanan
PRD050976,Aqua Galon,21000,80,Minuman
PRD050977,Popok Sweety Bronze Pants L,Rp 48000,-90,Perawatan Bayi
PRD050978,Gula Pasir Gulaku 1kg,16000.00,70,Sembako
PRD050979,Minyak Sania 2L,34500,53,Sembako
PRD050980,Susu Indomilk Sachet,Rp 1.500,20,Minuman
PRD050981,Sabun Lux Mawar,4500.00,-11,Perawatan Pribadi
PRD050982,Sprite Botol 390ml,5000.00,23,
PRD050983,Kecap Bango Pouch 220ml, 11000 ,77,Bumbu
PRD050984,Kecap ABC Pouch 220ml,Rp 9.500,98,Bumbu
PRD050985,Coca Cola Botol 390ml, 5000 ,67,Minuman
PRD050986,Rokok Surya 16,31000,-1,Rokok
,Beras Rojolele 5kg,67000,47,Sembako
PRD050988,Kopi Torabika Susu,Rp 1.500,99,Minuman
PRD050989,Kopi Luwak White Koffie,Rp 2.000,57,Minuman
PRD050990,Pembalut Laurier Relax Night, 20000 ,32,
PRD050991,Rokok Marlboro Merah,Rp 38000,50,Rokok
PRD050992,Teh Sariwangi Celup,Rp 6500,85,Minuman
PRD050993,Popok MamyPoko Pants M,55000,48,Perawatan Bayi
,Obat Nyamuk Baygon Bakar,Rp 6.000,32,Lainnya
PRD050995,Bumbu Racik Indofood Sayur Asem,2500,,Bumbu
PRD050996,Le Minerale 600ml,3500.00,28,Minuman
PRD050997,Baterai ABC Sedang (2 pcs),10000.00,6,Lainnya
PRD050998,Bumbu Racik Indofood Nasi Goreng, 2500 ,50,Bumbu
PRD050999,Susu Indomilk Sachet,1500.00,57,Minuman
PRD051000,,Rp 22.000,25,Rokok
