prodcut_id,pruduct_name,hargaa,stcok,katgori
PRD120855,Pasta Gigi Pepsodent 190g,Rp 12.500,97.0,Perawatan Pribadi
,Kopi Kapal Api Sachet,Rp 1500,5,Minuman
PRD120857,Shampo Lifebuoy Sachet,1000,-1,Perawatan Pribadi
PRD120858,Bumbu Racik Indofood Nasi Goreng,2500,40,Bumbu
PRD120859,Minyak Filma 2L,34000,94,Sembako
PRD120860,Tepung Terigu Segitiga Biru 1kg,13000,2,Sembako
PRD120861,Indomie Goreng,3000,67,Makanan
PRD120862,Kecap Bango Pouch 220ml,,57,Bumbu
PRD120863,Gula Curah 1kg,Rp 15000,9,Sembako
PRD120864,Pembersih Lantai Wipol 750ml,18000,38,Pembersih
PRD120865,Baterai ABC Sedang (2 pcs),Rp 10000,-82,Lainnya
PRD120866,Susu Indomilk Sachet,1500.00,19,Minuman
PRD120867,Shampo Pantene Sachet, 1500 ,23.0,Perawatan Pribadi
PRD120868,Saus Sambal ABC 340ml,,,Bumbu
PRD120869,Pasta Gigi Ciptadent 190g,Rp 10000,,Perawatan Pribadi
PRD120870,Saus Sambal ABC 340ml, 15000 ,14,Bumbu
PRD120871,Kecap ABC Pouch 220ml,9500,3,Bumbu
PRD120872,Indomie Kuah Soto,2800,77,Makanan
PRD120873,Garam Kapal 250g,Rp 3.000,,
PRD120874,Aqua Gelas 240ml,1000,31.0,Minuman
PRD120875,Susu Dancow Sachet,3500.00,2,Minuman
PRD120876,Kecap Bango Pouch 220ml,11000,65,Bumbu
PRD120877,Rokok Gudang Garam Filter,23000,94,Rokok
PRD120878,Rokok Surya 16,31000,12,Rokok
PRD120879,Indomie Kari Ayam,Rp 2.800,-10,Makanan
PRD120880,,18500,92,Pembersih
PRD120881,Shampo Pantene Sachet,Rp 1500,,Perawatan Pribadi
PRD120882,Pembersih Lantai Super Pell 770ml,Rp 13500,35,Pembersih
PRD120883,Shampo Clear Sachet,Rp 1500,19,Perawatan Pribadi
PRD120884,Beras Ramos 5kg,Rp 65.000,88,Sembako
PRD120885,,Rp 10000,,Perawatan Pribadi
PRD120886,Aqua Botol 600ml,Rp 3.500,-79,Minuman
PRD120887,Rokok Gudang Garam Filter,Rp 23.000,50,Rokok
PRD120888,, 3500 ,28,Perawatan Pribadi
PRD120889,Rokok Djarum Super, 22000 ,46,Rokok
PRD120890,Mie Sedap Goreng,Rp 2.900,74.0,Makanan
PRD120891,Beras Ramos 5kg,65000,78,Sembako
,Baterai Alkalin AA (2 pcs),15000,78,Lainnya
PRD120893,Garam Refina 250g,3500.00,17,Bumbu
PRD120894,Sabun Cuci Piring Sunlight 460ml,Rp 11.000,4,Pembersih
PRD120895,Shampo Sunsilk Sachet, 1500 ,12,Perawatan Pribadi
PRD120896,Teh Sariwangi Celup,Rp 6.500,-31,Minuman
PRD120897,Kopi Nescafe Classic,5000.00,67,Minuman
PRD120898,Tisu Paseo 250s,Rp 18.500,68,Lainnya
PRD120899,Susu Dancow Sachet,,38,Minuman
PRD120900,Rokok Djarum Super,22000.00,80,Rokok
PRD120901,Bumbu Racik Indofood Sayur Asem,2500,0,Bumbu
PRD120902,Margarin Forvita 200g,7000.00,2,Sembako
PRD120903,Kopi Nescafe Classic,Rp 5000,55,Minuman
PRD120904,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,29,
PRD120905,Mie Sedap Goreng,2900,87,Makanan
PRD120906,Indomie Kuah Soto,Rp 2.800,-95,Makanan
PRD120907,Saus Sambal ABC 340ml, 15000 ,21,Bumbu
PRD120908,Gula Pasir Gulaku 1kg,,56,Sembako
PRD120909,,22000.00,79,Pembersih
PRD120910,Teh Celup Sosro,Rp 7000,42,Minuman
PRD120911,Beras Ramos 5kg,Rp 65.000,-71,Sembako
PRD120912,Indomie Kari Ayam,2800,95,Makanan
PRD120913,Kecap Bango Pouch 220ml,Rp 11000,64,
PRD120914,Margarin Forvita 200g,Rp 7.000,45,Sembako
,Kopi Nescafe Classic, 5000 ,90,Minuman
PRD120916,Tepung Beras Rose Brand 500g,Rp 7500,78,Sembako
PRD120917,Aqua Gelas 240ml,1000,57,Minuman
PRD120918,Garam Kapal 250g, 3000 ,-82,Bumbu
PRD120919,Beras Pandan Wangi 5kg,Rp 70.000,93,Sembako
PRD120920,Deterjen Attack Jaz1 800g,Rp 19000,67,Pembersih
PRD120921,,,96.0,Perawatan Bayi
,Beras Pandan Wangi 5kg,Rp 70000,8,Sembako
PRD120923,Pembalut Laurier Relax Night,Rp 20.000,60,Perawatan Pribadi
PRD120924,Sprite Botol 390ml,5000,-90,Minuman
PRD120925,Shampo Pantene Sachet,1500.00,16,Perawatan Pribadi
PRD120926,Minyak Filma 2L,34000.00,11,
PRD120927,Beras Ramos 5kg,Rp 65000,9,Sembako
PRD120928,Kapur Barus Bagus,Rp 15000,38,Lainnya
,Popok MamyPoko Pants M,Rp 55.000,,Perawatan Bayi
PRD120930,Saus Sambal Indofood 340ml,14500.00,59,Bumbu
PRD120931,Susu Dancow Sachet,3500.00,,Minuman
PRD120932,Kapur Barus Bagus, 15000 ,67,
PRD120933,Sabun Lux Mawar,Rp 4500,64,Perawatan Pribadi
PRD120934,Teh Celup Sosro,Rp 7.000,55,Minuman
PRD120935,Korek Api Gas Tokai,Rp 3000,45,Lainnya
PRD120936,Susu Indomilk Sachet,Rp 1.500,-71,Minuman
PRD120937,Rokok Marlboro Merah,38000,58,Rokok
PRD120938,Teh Celup Sosro,Rp 7.000,47,Minuman
PRD120939,,1000,14,Perawatan Pribadi
PRD120940,Popok Sweety Bronze Pants L,48000.00,90,Perawatan Bayi
PRD120941,Korek Api Gas Tokai,3000.00,99.0,Lainnya
PRD120942,Bumbu Racik Indofood Nasi Goreng,2500.00,35,Bumbu
PRD120943,Obat Nyamuk Baygon Bakar,6000,92,Lainnya
PRD120944,Fanta Merah 390ml,Rp 5000,99,Minuman
PRD120945,Beras Pandan Wangi 5kg,Rp 70.000,18,Sembako
PRD120946,Kecap ABC Pouch 220ml,9500.00,48,Bumbu
,Indomie Goreng,Rp 3000,12,Makanan
PRD120948,Susu Dancow Sachet,3500,30,Minuman
PRD120949,Susu Bear Brand,,18,Minuman
PRD120950,Beras Pandan Wangi 5kg,,47,Sembako
PRD120951,Shampo Sunsilk Sachet,1500,47,Perawatan Pribadi
PRD120952,,Rp 30000,63.0,Rokok
PRD120953,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,65,Sembako
PRD120954,Tepung Terigu Segitiga Biru 1kg,Rp 13.000,47,Sembako
PRD120955,Korek Api Gas Tokai,Rp 3000,84,Lainnya
PRD120956,Tisu Paseo 250s,Rp 18.500,3,Lainnya
PRD120957,Beras Rojolele 5kg,67000,95,Sembako
PRD120958,,1000,61,Perawatan Pribadi
PRD120959,Saus Sambal Indofood 340ml,Rp 14.500,,
PRD120960,Rokok Sampoerna Mild,Rp 30.000,37,Rokok
PRD120961,Beras Rojolele 5kg,67000,55,Sembako
PRD120962,Tepung Tapioka Rose Brand 500g,,63,Sembako
PRD120963,Margarin Forvita 200g,Rp 7.000,47,Sembako
,Tisu Paseo 250s,18500.00,79,Lainnya
PRD120965,Susu Bear Brand,Rp 10.500,90.0,Minuman
PRD120966,,Rp 1500,-78,Minuman
PRD120967,Kopi Luwak White Koffie,2000,38,Minuman
PRD120968,Kecap Bango Pouch 220ml,Rp 11.000,-11,Bumbu
PRD120969,Saus Sambal ABC 340ml, 15000 ,2,Bumbu
PRD120970,Kecap ABC Pouch 220ml,9500.00,7,Bumbu
PRD120971,Le Minerale 600ml, 3500 ,54,Minuman
PRD120972,Mie Sedap Goreng,2900.00,83,Makanan
PRD120973,Pembersih Lantai Wipol 750ml, 18000 ,61,Pembersih
PRD120974,Tepung Terigu Segitiga Biru 1kg, 13000 ,9,Sembako
PRD120975,Deterjen Daia 850g, 18500 ,-83,Pembersih
PRD120976,Deterjen Rinso Anti Noda 700g,Rp 22000,73,Pembersih
PRD120977,Kecap Bango Pouch 220ml,11000,51.0,Bumbu
PRD120978,Garam Kapal 250g,Rp 3000,31,Bumbu
PRD120979,Tepung Tapioka Rose Brand 500g,Rp 8000,26,Sembako
PRD120980,,Rp 2.800,51,Makanan
PRD120981,Sabun Lifebuoy Merah,Rp 4000,50,Perawatan Pribadi
PRD120982,Sabun Nuvo Biru,3500.00,52,Perawatan Pribadi
PRD120983,Indomie Kuah Soto,Rp 2800,67,Makanan
,Shampo Lifebuoy Sachet,Rp 1000,-47,Perawatan Pribadi
PRD120985,Minyak Sania 2L,Rp 34.500,51,Sembako
PRD120986,Pembalut Charm Cooling Fresh,18000,-64,Perawatan Pribadi
PRD120987,Kapur Barus Bagus,15000,,Lainnya
PRD120988,Baterai Alkalin AA (2 pcs),15000,51.0,Lainnya
PRD120989,Baterai Alkalin AA (2 pcs), 15000 ,14,Lainnya
PRD120990,,11000.00,25,Bumbu
PRD120991,Gula Curah 1kg,15000.00,72,Sembako
PRD120992,Rokok Marlboro Merah,38000,96.0,Rokok
PRD120993,Gula Pasir Gulaku 1kg,16000.00,17,Sembako
PRD120994,Minyak Bimoli 2L,Rp 35000,44,Sembako
,Susu Bear Brand,Rp 10.500,,Minuman
PRD120996,Shampo Sunsilk Sachet, 1500 ,61,Perawatan Pribadi
PRD120997,Susu Bear Brand, 10500 ,16,Minuman
PRD120998,Tepung Tapioka Rose Brand 500g,8000,55.0,Sembako
PRD120999,Sabun Lux Mawar, 4500 ,42,Perawatan Pribadi
PRD121000,Minyak Curah 1L,Rp 16000,86,Sembako
